user_id,first_session_day,last_session_day,total_sessions,total_user_energy,distinct_stations_used,first_session_date,last_session_date,active_span_days
216485,6/26/2019,6/26/2019,1,7.144,1,2019-06-26,2019-06-26,0
216491,1/13/2017,9/26/2016,43,464.890024,8,2017-01-13,2016-09-26,-109
21649961,2/25/2020,2/25/2020,1,18.509,1,2020-02-25,2020-02-25,0
21653681,10/11/2020,10/11/2020,1,20.301,1,2020-10-11,2020-10-11,0
2165471,11/27/2018,11/27/2018,1,18.614,1,2018-11-27,2018-11-27,0
21656221,9/27/2020,9/27/2020,1,1.7,1,2020-09-27,2020-09-27,0
21657491,11/7/2020,11/7/2020,1,10.42,1,2020-11-07,2020-11-07,0
21660491,2/27/2020,2/27/2020,1,13.415,1,2020-02-27,2020-02-27,0
216625,2/3/2018,2/3/2018,1,5.719,1,2018-02-03,2018-02-03,0
21662561,9/5/2020,9/5/2020,1,7.696,1,2020-09-05,2020-09-05,0
216641,8/29/2017,8/29/2017,1,13.777,1,2017-08-29,2017-08-29,0
216663,1/29/2019,2/1/2019,4,38.42,2,2019-01-29,2019-02-01,3
2166791,1/14/2020,9/9/2019,42,453.62,10,2020-01-14,2019-09-09,-127
216733,7/21/2019,7/21/2019,1,2.452,1,2019-07-21,2019-07-21,0
2167631,2/29/2020,7/3/2020,3,17.747999999999998,2,2020-02-29,2020-07-03,125
2167691,5/19/2018,5/19/2018,1,5.999,1,2018-05-19,2018-05-19,0
21678221,3/7/2020,3/7/2020,1,0.956,1,2020-03-07,2020-03-07,0
216813,10/29/2016,8/20/2016,5,35.767518,4,2016-10-29,2016-08-20,-70
21683171,8/13/2020,8/13/2020,1,5.719,1,2020-08-13,2020-08-13,0
216835,11/4/2016,3/21/2018,2,11.826,2,2016-11-04,2018-03-21,502
21683521,6/28/2020,6/28/2020,1,10.076,1,2020-06-28,2020-06-28,0
216883,10/17/2016,10/17/2016,1,2.508841,1,2016-10-17,2016-10-17,0
2168961,8/14/2019,8/14/2019,1,6.625,1,2019-08-14,2019-08-14,0
21694561,12/19/2020,3/7/2020,3,6.309,3,2020-12-19,2020-03-07,-287
216951,7/22/2018,7/22/2018,1,8.568,1,2018-07-22,2018-07-22,0
2169621,11/4/2018,9/2/2018,2,29.666,2,2018-11-04,2018-09-02,-63
21700391,6/26/2020,6/26/2020,1,14.644,1,2020-06-26,2020-06-26,0
21704031,3/10/2020,3/6/2020,3,48.191,3,2020-03-10,2020-03-06,-4
21704071,3/4/2020,3/4/2020,1,23.0,1,2020-03-04,2020-03-04,0
217075,6/27/2018,6/27/2018,1,3.252,1,2018-06-27,2018-06-27,0
217089,10/1/2017,9/27/2018,12,43.675444,6,2017-10-01,2018-09-27,361
21713531,12/3/2020,12/3/2020,1,14.884,1,2020-12-03,2020-12-03,0
217201,12/17/2019,12/17/2019,1,8.971,1,2019-12-17,2019-12-17,0
21720271,3/8/2020,3/8/2020,1,0.316,1,2020-03-08,2020-03-08,0
21720531,11/26/2020,11/27/2020,2,35.893,1,2020-11-26,2020-11-27,1
217213,12/18/2016,12/18/2016,1,6.325,1,2016-12-18,2016-12-18,0
217227,6/17/2018,8/27/2017,3,10.824,2,2018-06-17,2017-08-27,-294
21732871,10/25/2020,8/28/2020,3,19.79,3,2020-10-25,2020-08-28,-58
217371,12/13/2016,12/13/2016,1,1.218,1,2016-12-13,2016-12-13,0
2173721,8/18/2018,8/18/2018,1,1.734,1,2018-08-18,2018-08-18,0
2173731,11/7/2019,8/22/2019,4,87.459,2,2019-11-07,2019-08-22,-77
2173791,8/17/2019,8/17/2019,1,15.407,1,2019-08-17,2019-08-17,0
2174081,9/29/2018,9/29/2018,1,4.341,1,2018-09-29,2018-09-29,0
2174271,10/13/2018,8/4/2019,9,30.077,4,2018-10-13,2019-08-04,295
217429,2/25/2017,2/25/2017,1,4.933,1,2017-02-25,2017-02-25,0
217441,1/26/2019,4/23/2017,2,11.252,1,2019-01-26,2017-04-23,-643
21744911,3/10/2020,3/10/2020,1,18.812,1,2020-03-10,2020-03-10,0
21745361,11/15/2020,8/28/2020,2,21.412,1,2020-11-15,2020-08-28,-79
217457,9/30/2017,9/30/2017,1,2.058,1,2017-09-30,2017-09-30,0
2174571,10/7/2019,10/7/2019,1,7.179,1,2019-10-07,2019-10-07,0
217469,10/14/2018,3/11/2019,4,17.474,3,2018-10-14,2019-03-11,148
217495,1/11/2017,9/13/2017,13,22.41261,2,2017-01-11,2017-09-13,245
2175091,12/18/2018,12/18/2018,1,15.605,1,2018-12-18,2018-12-18,0
21751481,11/25/2020,12/5/2020,2,9.081,1,2020-11-25,2020-12-05,10
217523,1/10/2017,9/9/2016,29,144.629029,5,2017-01-10,2016-09-09,-123
21756421,3/13/2020,3/16/2020,2,43.955,2,2020-03-13,2020-03-16,3
21757591,10/14/2020,10/22/2020,2,7.071999999999999,2,2020-10-14,2020-10-22,8
217611,10/13/2016,4/23/2017,7,25.690229,5,2016-10-13,2017-04-23,192
21766681,3/14/2020,3/14/2020,1,14.437,1,2020-03-14,2020-03-14,0
21767651,4/13/2020,7/23/2020,16,294.406,3,2020-04-13,2020-07-23,101
217693,1/10/2017,9/9/2016,140,1977.68203,11,2017-01-10,2016-09-09,-123
2177281,8/25/2018,8/25/2018,1,9.629,1,2018-08-25,2018-08-25,0
21773311,8/15/2020,8/15/2020,1,15.713,1,2020-08-15,2020-08-15,0
21773741,8/1/2020,8/1/2020,1,6.34,1,2020-08-01,2020-08-01,0
217757,11/3/2017,11/3/2017,1,6.389,1,2017-11-03,2017-11-03,0
21777601,3/29/2020,4/4/2020,4,20.825,3,2020-03-29,2020-04-04,6
217779,1/31/2017,11/16/2016,2,17.564,2,2017-01-31,2016-11-16,-76
21787431,11/1/2020,9/7/2020,7,278.125,3,2020-11-01,2020-09-07,-55
2178821,2/24/2019,2/24/2019,1,2.609,1,2019-02-24,2019-02-24,0
21788971,3/28/2020,3/28/2020,1,3.019,1,2020-03-28,2020-03-28,0
217893,10/16/2019,10/16/2019,1,9.427,1,2019-10-16,2019-10-16,0
217901,8/16/2016,8/16/2016,1,15.87736,1,2016-08-16,2016-08-16,0
2179121,4/20/2019,8/25/2018,3,10.911999999999999,3,2019-04-20,2018-08-25,-238
217935,11/2/2016,11/2/2016,1,10.127,1,2016-11-02,2016-11-02,0
21794441,12/26/2020,12/26/2020,1,16.345,1,2020-12-26,2020-12-26,0
2179461,11/20/2018,8/7/2018,5,68.347,4,2018-11-20,2018-08-07,-105
21795161,5/13/2020,5/13/2020,1,9.201,1,2020-05-13,2020-05-13,0
217987,9/19/2018,9/19/2018,1,2.859,1,2018-09-19,2018-09-19,0
2179951,7/30/2019,9/13/2019,2,11.454,2,2019-07-30,2019-09-13,45
21803,6/19/2017,6/19/2017,1,6.412,1,2017-06-19,2017-06-19,0
2180531,9/22/2018,9/22/2018,1,4.511,1,2018-09-22,2018-09-22,0
21806021,11/13/2020,6/28/2020,4,34.1,2,2020-11-13,2020-06-28,-138
21807531,7/3/2020,7/3/2020,1,4.318,1,2020-07-03,2020-07-03,0
218077,10/15/2016,9/28/2018,3,30.892141,3,2016-10-15,2018-09-28,713
21809901,8/8/2020,8/8/2020,1,6.491,1,2020-08-08,2020-08-08,0
2181011,7/6/2020,8/23/2019,2,6.833,2,2020-07-06,2019-08-23,-318
21811661,6/24/2020,6/24/2020,1,5.318,1,2020-06-24,2020-06-24,0
2181301,2/28/2019,2/28/2019,1,3.65,1,2019-02-28,2019-02-28,0
218157,12/12/2016,9/15/2020,2,19.967,2,2016-12-12,2020-09-15,1373
218165,12/4/2020,2/19/2020,3,34.604,3,2020-12-04,2020-02-19,-289
218205,1/10/2019,9/7/2018,182,2603.654,10,2019-01-10,2018-09-07,-125
2182531,5/10/2019,5/10/2019,1,10.574,1,2019-05-10,2019-05-10,0
218281,11/23/2016,11/23/2016,1,2.464,1,2016-11-23,2016-11-23,0
218293,1/10/2017,9/8/2016,168,1948.724989,15,2017-01-10,2016-09-08,-124
218309,4/11/2020,4/11/2020,1,21.374,1,2020-04-11,2020-04-11,0
21834021,8/24/2020,8/24/2020,1,5.965,1,2020-08-24,2020-08-24,0
21836591,8/13/2020,9/25/2020,3,28.645,1,2020-08-13,2020-09-25,43
2183661,9/19/2018,9/22/2018,2,13.441,2,2018-09-19,2018-09-22,3
21837361,5/25/2020,8/3/2020,2,16.218,2,2020-05-25,2020-08-03,70
218383,11/2/2019,9/27/2020,3,6.918,3,2019-11-02,2020-09-27,330
2184291,11/8/2019,9/1/2019,5,32.145,4,2019-11-08,2019-09-01,-68
218443,2/19/2020,2/19/2020,1,19.016,1,2020-02-19,2020-02-19,0
21845141,11/12/2020,6/5/2020,7,69.99,4,2020-11-12,2020-06-05,-160
21845691,8/14/2020,8/14/2020,1,5.593,1,2020-08-14,2020-08-14,0
21848261,8/8/2020,8/8/2020,1,12.414,1,2020-08-08,2020-08-08,0
2184951,1/25/2019,1/25/2019,1,12.477,1,2019-01-25,2019-01-25,0
2185141,7/13/2019,7/13/2019,1,2.066,1,2019-07-13,2019-07-13,0
2185211,10/21/2018,10/21/2018,1,6.684,1,2018-10-21,2018-10-21,0
2185291,6/15/2018,6/15/2018,1,4.387,1,2018-06-15,2018-06-15,0
21856201,6/6/2020,6/6/2020,1,5.17,1,2020-06-06,2020-06-06,0
2185681,7/5/2019,7/5/2019,1,3.139,1,2019-07-05,2019-07-05,0
2186311,10/24/2018,10/24/2018,1,5.43,1,2018-10-24,2018-10-24,0
21863771,6/26/2020,6/26/2020,1,4.19,1,2020-06-26,2020-06-26,0
21864971,5/29/2020,5/29/2020,1,6.489,1,2020-05-29,2020-05-29,0
2186641,2/21/2019,4/5/2019,2,19.808,2,2019-02-21,2019-04-05,43
2187751,3/5/2019,3/5/2019,1,2.344,1,2019-03-05,2019-03-05,0
2187991,5/23/2018,5/23/2018,1,6.933,1,2018-05-23,2018-05-23,0
21881991,5/14/2020,6/22/2020,6,70.857,2,2020-05-14,2020-06-22,39
218843,10/14/2017,5/20/2017,7,51.721000000000004,6,2017-10-14,2017-05-20,-147
21886871,10/14/2020,10/6/2020,5,35.028,1,2020-10-14,2020-10-06,-8
218871,6/1/2019,7/15/2018,2,9.963999999999999,1,2019-06-01,2018-07-15,-321
21887181,5/13/2020,5/26/2020,3,36.533,1,2020-05-13,2020-05-26,13
21887191,8/30/2020,8/30/2020,1,7.707,1,2020-08-30,2020-08-30,0
21889821,10/17/2020,10/17/2020,1,4.165,1,2020-10-17,2020-10-17,0
21893621,5/14/2020,5/14/2020,1,14.599,1,2020-05-14,2020-05-14,0
2189481,1/22/2020,1/22/2020,1,7.283,1,2020-01-22,2020-01-22,0
21899541,11/29/2020,12/5/2020,2,6.368,2,2020-11-29,2020-12-05,6
219001,2/19/2017,6/29/2018,2,8.985,2,2017-02-19,2018-06-29,495
21900191,10/12/2020,9/9/2020,46,799.803,8,2020-10-12,2020-09-09,-33
2190081,1/22/2019,8/3/2018,7,41.882,4,2019-01-22,2018-08-03,-172
219011,10/10/2019,4/25/2019,6,29.442,5,2019-10-10,2019-04-25,-168
21901861,5/17/2020,6/7/2020,13,75.397,3,2020-05-17,2020-06-07,21
21907111,5/19/2020,5/19/2020,1,3.063,1,2020-05-19,2020-05-19,0
21907781,10/14/2020,9/6/2020,42,209.446,6,2020-10-14,2020-09-06,-38
219097,12/15/2017,6/29/2017,2,5.035,2,2017-12-15,2017-06-29,-169
21911351,6/21/2020,6/21/2020,1,3.833,1,2020-06-21,2020-06-21,0
21917011,5/23/2020,5/23/2020,1,1.869,1,2020-05-23,2020-05-23,0
21918991,8/8/2020,8/8/2020,1,7.955,1,2020-08-08,2020-08-08,0
219191,4/26/2017,4/26/2017,1,2.568,1,2017-04-26,2017-04-26,0
219203,10/20/2018,10/20/2018,1,5.48,1,2018-10-20,2018-10-20,0
21928061,9/22/2020,9/22/2020,1,3.811,1,2020-09-22,2020-09-22,0
2192861,1/29/2019,11/3/2018,3,44.914,3,2019-01-29,2018-11-03,-87
21929821,10/2/2020,8/8/2020,5,47.065,4,2020-10-02,2020-08-08,-55
21931761,5/28/2020,7/2/2020,5,55.385,2,2020-05-28,2020-07-02,35
21933121,7/2/2020,7/2/2020,1,6.804,1,2020-07-02,2020-07-02,0
21933441,6/26/2020,7/25/2020,2,10.190999999999999,2,2020-06-26,2020-07-25,29
21936281,7/3/2020,7/3/2020,1,16.137,1,2020-07-03,2020-07-03,0
2193631,5/4/2019,8/31/2019,2,5.675,2,2019-05-04,2019-08-31,119
2193851,11/24/2018,11/24/2018,1,3.438,1,2018-11-24,2018-11-24,0
219401,3/15/2017,5/7/2018,2,2.258,2,2017-03-15,2018-05-07,418
21940941,10/17/2020,8/8/2020,12,316.62,2,2020-10-17,2020-08-08,-70
2194141,12/13/2019,7/14/2019,4,54.112,3,2019-12-13,2019-07-14,-152
2194271,6/21/2018,6/21/2018,1,9.975,1,2018-06-21,2018-06-21,0
219487,5/30/2018,5/30/2018,1,7.532,1,2018-05-30,2018-05-30,0
219503,10/5/2018,10/5/2018,1,15.8,1,2018-10-05,2018-10-05,0
2195201,10/30/2018,10/30/2019,2,24.61,2,2018-10-30,2019-10-30,365
2195401,11/24/2020,3/9/2019,2,23.084,2,2020-11-24,2019-03-09,-626
2195451,1/19/2020,9/2/2020,14,142.269,2,2020-01-19,2020-09-02,227
21956231,6/22/2020,6/22/2020,1,4.7,1,2020-06-22,2020-06-22,0
2195871,9/1/2018,9/1/2018,1,4.206,1,2018-09-01,2018-09-01,0
21960121,6/6/2020,6/6/2020,1,7.227,1,2020-06-06,2020-06-06,0
21960601,6/14/2020,6/14/2020,1,9.581,1,2020-06-14,2020-06-14,0
21961401,6/10/2020,6/9/2020,6,44.551,2,2020-06-10,2020-06-09,-1
21965891,6/16/2020,6/8/2020,2,64.709,1,2020-06-16,2020-06-08,-8
21967721,6/30/2020,6/30/2020,1,0.802,1,2020-06-30,2020-06-30,0
219703,5/2/2017,8/31/2016,2,9.246971,2,2017-05-02,2016-08-31,-244
2197191,10/5/2019,6/9/2018,5,17.1,2,2019-10-05,2018-06-09,-483
21973971,10/17/2020,9/26/2020,9,64.647,1,2020-10-17,2020-09-26,-21
2197681,11/21/2018,7/28/2018,2,6.744,2,2018-11-21,2018-07-28,-116
2197701,9/16/2018,9/16/2018,1,12.925,1,2018-09-16,2018-09-16,0
21978551,9/19/2020,9/19/2020,1,8.012,1,2020-09-19,2020-09-19,0
21979921,8/17/2020,8/27/2020,2,1.729,1,2020-08-17,2020-08-27,10
2198421,12/8/2019,12/8/2019,1,3.668,1,2019-12-08,2019-12-08,0
21986311,11/27/2020,11/27/2020,1,5.804,1,2020-11-27,2020-11-27,0
2198971,2/10/2019,9/28/2019,2,15.5,2,2019-02-10,2019-09-28,230
21994301,8/27/2020,8/27/2020,1,1.118,1,2020-08-27,2020-08-27,0
219959,1/17/2019,8/2/2018,2,7.3260000000000005,1,2019-01-17,2018-08-02,-168
2199911,11/2/2018,7/20/2019,3,16.557,3,2018-11-02,2019-07-20,260
219997,10/24/2019,11/29/2018,2,8.936,2,2019-10-24,2018-11-29,-329
2200171,6/1/2018,6/1/2018,1,11.397,1,2018-06-01,2018-06-01,0
22004141,12/17/2020,12/17/2020,1,0.169,1,2020-12-17,2020-12-17,0
220077,9/30/2016,9/30/2016,1,6.083429,1,2016-09-30,2016-09-30,0
2200781,5/3/2019,5/3/2019,1,10.616,1,2019-05-03,2019-05-03,0
2201051,10/2/2020,9/25/2020,6,69.789,2,2020-10-02,2020-09-25,-7
22011451,6/19/2020,6/19/2020,1,1.13,1,2020-06-19,2020-06-19,0
22011741,6/19/2020,6/19/2020,1,2.989,1,2020-06-19,2020-06-19,0
2201321,2/23/2020,3/3/2020,2,20.641,2,2020-02-23,2020-03-03,9
22013441,10/11/2020,10/7/2020,9,31.323,4,2020-10-11,2020-10-07,-4
22016371,6/24/2020,7/2/2020,2,20.999000000000002,2,2020-06-24,2020-07-02,8
2202191,11/5/2019,8/31/2018,3,51.705,3,2019-11-05,2018-08-31,-431
22023,1/16/2019,9/9/2016,5,19.738391,4,2019-01-16,2016-09-09,-859
22023721,10/24/2020,11/1/2020,2,16.991,2,2020-10-24,2020-11-01,8
2202881,11/2/2018,8/18/2018,2,11.11,1,2018-11-02,2018-08-18,-76
22029841,6/23/2020,6/23/2020,1,1.993,1,2020-06-23,2020-06-23,0
2203281,10/12/2018,3/17/2019,4,7.612,3,2018-10-12,2019-03-17,156
22034741,10/1/2020,9/6/2020,28,546.462,6,2020-10-01,2020-09-06,-25
220351,9/6/2016,9/6/2016,1,3.789984,1,2016-09-06,2016-09-06,0
2203581,1/27/2019,9/22/2019,5,26.627,5,2019-01-27,2019-09-22,238
22036151,10/17/2020,9/29/2020,2,17.387999999999998,2,2020-10-17,2020-09-29,-18
2203671,4/14/2019,6/9/2019,2,29.126,1,2019-04-14,2019-06-09,56
2203691,3/12/2020,3/12/2020,1,12.162,1,2020-03-12,2020-03-12,0
22040411,6/25/2020,6/25/2020,1,8.889,1,2020-06-25,2020-06-25,0
2204641,10/12/2018,10/12/2018,1,13.895,1,2018-10-12,2018-10-12,0
22047351,10/11/2020,10/11/2020,1,12.464,1,2020-10-11,2020-10-11,0
220487,6/12/2018,6/12/2018,1,6.576,1,2018-06-12,2018-06-12,0
220593,12/23/2019,6/23/2018,2,37.899,1,2019-12-23,2018-06-23,-548
220603,8/6/2016,8/6/2016,1,5.635465,1,2016-08-06,2016-08-06,0
220611,1/20/2018,6/3/2017,6,59.149,3,2018-01-20,2017-06-03,-231
2206191,8/6/2018,8/9/2018,2,44.748000000000005,2,2018-08-06,2018-08-09,3
22062141,7/18/2020,7/18/2020,1,11.56,1,2020-07-18,2020-07-18,0
2206301,6/18/2018,6/20/2018,2,23.349000000000004,2,2018-06-18,2018-06-20,2
220651,9/25/2017,9/25/2017,1,2.502,1,2017-09-25,2017-09-25,0
220661,12/4/2018,12/4/2018,1,3.548,1,2018-12-04,2018-12-04,0
220679,6/27/2018,6/27/2018,1,2.99,1,2018-06-27,2018-06-27,0
2206971,6/18/2019,7/3/2019,2,7.909000000000001,1,2019-06-18,2019-07-03,15
2207051,4/17/2019,6/1/2018,3,36.632,3,2019-04-17,2018-06-01,-320
220725,8/31/2019,8/31/2019,1,5.16,1,2019-08-31,2019-08-31,0
2207261,1/25/2019,9/7/2018,26,292.434,6,2019-01-25,2018-09-07,-140
2207581,9/3/2018,9/3/2018,1,6.871,1,2018-09-03,2018-09-03,0
220763,10/29/2016,10/29/2016,1,4.682,1,2016-10-29,2016-10-29,0
22077341,8/22/2020,9/19/2020,2,21.522,2,2020-08-22,2020-09-19,28
220791,1/10/2018,3/25/2017,7,23.21,5,2018-01-10,2017-03-25,-291
220811,10/18/2017,9/17/2018,12,83.456,6,2017-10-18,2018-09-17,334
2208451,6/18/2018,6/18/2018,1,10.526,1,2018-06-18,2018-06-18,0
22085131,9/16/2020,9/20/2020,2,13.369,2,2020-09-16,2020-09-20,4
2208551,10/24/2019,9/30/2018,4,38.236000000000004,3,2019-10-24,2018-09-30,-389
220907,1/14/2020,6/9/2019,11,73.573,4,2020-01-14,2019-06-09,-219
22092981,11/19/2020,11/19/2020,1,12.62,1,2020-11-19,2020-11-19,0
22096681,9/19/2020,9/19/2020,1,3.942,1,2020-09-19,2020-09-19,0
22100561,12/1/2020,9/10/2020,3,30.862000000000002,2,2020-12-01,2020-09-10,-82
2210091,6/12/2018,6/12/2018,1,6.703,1,2018-06-12,2018-06-12,0
22100971,7/6/2020,8/10/2020,2,11.343,1,2020-07-06,2020-08-10,35
2210111,8/4/2018,8/4/2018,1,6.339,1,2018-08-04,2018-08-04,0
221023,11/10/2017,8/23/2018,19,38.129776,9,2017-11-10,2018-08-23,286
22102311,7/6/2020,7/6/2020,1,0.955,1,2020-07-06,2020-07-06,0
22103291,7/7/2020,7/7/2020,1,7.251,1,2020-07-07,2020-07-07,0
2210691,9/30/2018,9/30/2018,1,15.715,1,2018-09-30,2018-09-30,0
2210741,2/20/2020,2/6/2020,2,8.167,2,2020-02-20,2020-02-06,-14
221081,1/2/2018,9/9/2017,26,217.266878,7,2018-01-02,2017-09-09,-115
2210881,6/10/2018,6/30/2018,2,8.074,2,2018-06-10,2018-06-30,20
2211251,4/11/2020,9/28/2020,12,273.5,7,2020-04-11,2020-09-28,170
221129,1/29/2019,9/11/2018,4,21.561999999999998,3,2019-01-29,2018-09-11,-140
2211441,7/8/2019,7/8/2019,1,0.855,1,2019-07-08,2019-07-08,0
221159,1/2/2017,1/2/2017,1,6.675,1,2017-01-02,2017-01-02,0
22116441,8/26/2020,8/26/2020,1,9.336,1,2020-08-26,2020-08-26,0
221189,12/5/2017,12/5/2017,1,7.27,1,2017-12-05,2017-12-05,0
22124061,10/13/2020,9/30/2020,56,290.436,3,2020-10-13,2020-09-30,-13
221249,1/12/2018,8/2/2017,3,18.374000000000002,2,2018-01-12,2017-08-02,-163
2212531,11/17/2018,11/20/2018,2,14.987,2,2018-11-17,2018-11-20,3
22125311,7/11/2020,9/19/2020,2,12.463000000000001,1,2020-07-11,2020-09-19,70
2212581,9/9/2018,9/9/2018,1,3.321,1,2018-09-09,2018-09-09,0
22126231,7/11/2020,7/11/2020,1,12.034,1,2020-07-11,2020-07-11,0
2212701,12/24/2019,12/24/2019,1,10.523,1,2019-12-24,2019-12-24,0
221281,11/27/2016,11/27/2016,1,4.811,1,2016-11-27,2016-11-27,0
2212911,8/17/2018,8/17/2018,1,2.679,1,2018-08-17,2018-08-17,0
221301,2/26/2019,2/26/2019,1,8.634,1,2019-02-26,2019-02-26,0
2213131,11/12/2019,9/21/2019,4,44.513,3,2019-11-12,2019-09-21,-52
2213551,9/11/2019,9/11/2019,1,12.998,1,2019-09-11,2019-09-11,0
22140271,9/28/2020,9/28/2020,1,2.15,1,2020-09-28,2020-09-28,0
2214081,4/22/2019,4/22/2019,1,0.63,1,2019-04-22,2019-04-22,0
221433,10/1/2016,8/15/2016,5,5.46336,4,2016-10-01,2016-08-15,-47
22143771,7/28/2020,7/28/2020,1,1.249,1,2020-07-28,2020-07-28,0
22145141,10/1/2020,9/24/2020,2,25.59,2,2020-10-01,2020-09-24,-7
2214631,8/2/2019,8/2/2019,1,1.597,1,2019-08-02,2019-08-02,0
22146671,10/10/2020,8/7/2020,22,173.93800000000002,3,2020-10-10,2020-08-07,-64
2214721,1/11/2019,9/4/2018,37,406.499,11,2019-01-11,2018-09-04,-129
22150171,10/17/2020,9/7/2020,2,29.842,1,2020-10-17,2020-09-07,-40
2215141,10/27/2018,6/19/2018,2,14.321,2,2018-10-27,2018-06-19,-130
2215231,1/26/2020,4/20/2019,4,21.355,3,2020-01-26,2019-04-20,-281
221587,1/2/2017,12/14/2017,4,40.08,4,2017-01-02,2017-12-14,346
22160571,9/6/2020,9/6/2020,1,12.671,1,2020-09-06,2020-09-06,0
22163601,7/19/2020,7/19/2020,1,8.487,1,2020-07-19,2020-07-19,0
22173641,12/20/2020,9/3/2020,4,32.545,2,2020-12-20,2020-09-03,-108
2217421,8/17/2020,8/17/2020,1,2.424,1,2020-08-17,2020-08-17,0
221763,7/24/2017,7/24/2017,1,2.217,1,2017-07-24,2017-07-24,0
22177581,8/13/2020,8/13/2020,1,2.103,1,2020-08-13,2020-08-13,0
2217791,10/1/2018,7/28/2019,9,46.873,6,2018-10-01,2019-07-28,300
221835,12/13/2016,12/13/2016,1,2.311,1,2016-12-13,2016-12-13,0
2218601,12/16/2019,12/16/2019,1,12.913,1,2019-12-16,2019-12-16,0
22187171,7/30/2020,7/30/2020,1,1.727,1,2020-07-30,2020-07-30,0
22189341,9/18/2020,9/18/2020,1,3.856,1,2020-09-18,2020-09-18,0
22189641,7/24/2020,7/24/2020,1,21.712,1,2020-07-24,2020-07-24,0
221919,1/3/2018,4/21/2019,5,26.240472,3,2018-01-03,2019-04-21,473
22192131,9/7/2020,9/7/2020,1,8.461,1,2020-09-07,2020-09-07,0
221935,3/8/2018,3/8/2018,1,1.863,1,2018-03-08,2018-03-08,0
221987,10/5/2017,9/7/2017,2,8.634,2,2017-10-05,2017-09-07,-28
22199431,8/12/2020,8/12/2020,1,4.011,1,2020-08-12,2020-08-12,0
2219991,11/3/2018,11/3/2018,1,3.879,1,2018-11-03,2018-11-03,0
2220151,1/31/2020,2/4/2020,2,27.355,2,2020-01-31,2020-02-04,4
2220211,5/28/2018,5/28/2018,1,7.314,1,2018-05-28,2018-05-28,0
2220241,6/19/2018,7/5/2018,3,17.391,3,2018-06-19,2018-07-05,16
22208101,10/12/2020,9/4/2020,26,258.058,5,2020-10-12,2020-09-04,-38
2220891,10/1/2019,5/3/2019,2,41.372,1,2019-10-01,2019-05-03,-151
22210431,9/7/2020,9/7/2020,1,25.149,1,2020-09-07,2020-09-07,0
222133,6/11/2017,6/11/2017,1,3.896,1,2017-06-11,2017-06-11,0
2221831,10/12/2019,9/15/2018,2,16.865000000000002,2,2019-10-12,2018-09-15,-392
222185,6/23/2019,6/23/2019,1,6.986,1,2019-06-23,2019-06-23,0
2221921,12/21/2018,7/16/2018,5,65.985,2,2018-12-21,2018-07-16,-158
2222351,1/4/2019,9/28/2019,5,14.655000000000001,2,2019-01-04,2019-09-28,267
2222791,10/14/2019,6/8/2018,8,44.085,6,2019-10-14,2018-06-08,-493
222289,6/9/2017,8/10/2016,3,5.8370750000000005,3,2017-06-09,2016-08-10,-303
222301,12/6/2018,12/6/2018,1,15.903,1,2018-12-06,2018-12-06,0
22230531,8/25/2020,8/5/2020,2,23.517000000000003,2,2020-08-25,2020-08-05,-20
22233331,10/8/2020,8/25/2020,3,78.47800000000001,2,2020-10-08,2020-08-25,-44
2223831,1/21/2019,9/7/2019,26,130.294,3,2019-01-21,2019-09-07,229
2224031,11/1/2018,8/2/2019,6,20.279,5,2018-11-01,2019-08-02,274
22240561,8/6/2020,9/16/2020,3,9.145,3,2020-08-06,2020-09-16,41
22242681,10/12/2020,9/20/2020,4,81.071,1,2020-10-12,2020-09-20,-22
22243151,11/21/2020,11/21/2020,1,4.304,1,2020-11-21,2020-11-21,0
2224371,1/3/2020,1/3/2020,1,1.875,1,2020-01-03,2020-01-03,0
2224561,10/31/2018,9/20/2018,4,31.785,4,2018-10-31,2018-09-20,-41
222463,10/18/2018,8/13/2019,6,35.773,4,2018-10-18,2019-08-13,299
222481,9/2/2019,9/2/2019,1,9.958,1,2019-09-02,2019-09-02,0
22250221,8/5/2020,9/20/2020,4,29.087,3,2020-08-05,2020-09-20,46
2225621,8/7/2019,8/7/2019,1,6.001,1,2019-08-07,2019-08-07,0
22256751,8/6/2020,8/6/2020,1,13.116999999999999,1,2020-08-06,2020-08-06,0
222581,10/13/2016,11/3/2016,3,20.292067000000003,3,2016-10-13,2016-11-03,21
222637,10/10/2019,10/10/2019,1,23.718,1,2019-10-10,2019-10-10,0
222651,10/6/2016,10/6/2016,1,6.471711,1,2016-10-06,2016-10-06,0
22266181,8/8/2020,8/8/2020,1,18.594,1,2020-08-08,2020-08-08,0
2226731,6/23/2018,6/23/2018,1,3.695,1,2018-06-23,2018-06-23,0
222693,11/11/2017,9/15/2016,2,2.258256,2,2017-11-11,2016-09-15,-422
22273991,10/9/2020,9/11/2020,4,23.628999999999998,2,2020-10-09,2020-09-11,-28
2227481,4/19/2019,4/19/2019,1,9.008,1,2019-04-19,2019-04-19,0
22278271,8/21/2020,8/21/2020,1,12.532,1,2020-08-21,2020-08-21,0
222819,10/5/2016,9/27/2016,8,93.493005,4,2016-10-05,2016-09-27,-8
222831,10/23/2019,10/23/2019,1,9.94,1,2019-10-23,2019-10-23,0
2228361,2/20/2019,2/23/2020,2,11.697999999999999,2,2019-02-20,2020-02-23,368
